age,Personalized_Recommendation_Frequency,Customer_Reviews_Importance,Personalized_Recommendation_Frequency ,Rating_Accuracy ,Shopping_Satisfaction,Purchase_Categories_Beauty and Personal Care,Purchase_Categories_Clothing and Fashion,Purchase_Categories_Groceries and Gourmet Food,Purchase_Categories_others,Purchase_Categories_Home and Kitchen,Day_sin,Day_cos,Hour_sin,Hour_cos,Gender_Female,Gender_Male,Gender_Others,Gender_Prefer not to say,Purchase_Frequency_Few times a month,Purchase_Frequency_Less than once a month,Purchase_Frequency_Multiple times a week,Purchase_Frequency_Once a month,Purchase_Frequency_Once a week,Browsing_Frequency_Few times a month,Browsing_Frequency_Few times a week,Browsing_Frequency_Multiple times a day,Browsing_Frequency_Rarely,Product_Search_Method_Filter,Product_Search_Method_Keyword,Product_Search_Method_categories,Product_Search_Method_others,Search_Result_Exploration_First page,Search_Result_Exploration_Multiple pages,Add_to_Cart_Browsing_Maybe,Add_to_Cart_Browsing_No,Add_to_Cart_Browsing_Yes,Cart_Completion_Frequency_Always,Cart_Completion_Frequency_Never,Cart_Completion_Frequency_Often,Cart_Completion_Frequency_Rarely,Cart_Completion_Frequency_Sometimes,Cart_Abandonment_Factors_Changed my mind or no longer need the item,Cart_Abandonment_Factors_Found a better price elsewhere,Cart_Abandonment_Factors_High shipping costs,Cart_Abandonment_Factors_others,Saveforlater_Frequency_Always,Saveforlater_Frequency_Never,Saveforlater_Frequency_Often,Saveforlater_Frequency_Rarely,Saveforlater_Frequency_Sometimes,Review_Left_No,Review_Left_Yes,Review_Reliability_Heavily,Review_Reliability_Moderately,Review_Reliability_Never,Review_Reliability_Occasionally,Review_Reliability_Rarely,Review_Helpfulness_No,Review_Helpfulness_Sometimes,Review_Helpfulness_Yes,Recommendation_Helpfulness_No,Recommendation_Helpfulness_Sometimes,Recommendation_Helpfulness_Yes,Service_Appreciation_Competitive prices,Service_Appreciation_Product recommendations,Service_Appreciation_User-friendly website/app interface,Service_Appreciation_Wide product selection,Service_Appreciation_other,Improvement_Areas_Customer service responsiveness,Improvement_Areas_Product quality and accuracy,Improvement_Areas_Reducing packaging waste,Improvement_Areas_Shipping speed and reliability,Improvement_Areas_other,Cluster,PCA1,PCA2
-0.9613042612121236,0.0,0.0,2,1.0,0.0,0,1,0,0,0,0.7431448254773941,0.6691306063588582,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,2,-2.4543175129040438,1.494019209726282
-0.7649333194918324,1.0,0.0,2,2.0,1.0,1,0,0,0,1,0.7431448254773941,0.6691306063588582,-0.8660254037844386,0.5000000000000001,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,2,-1.6635901624078577,1.2592833336968965
-0.5685623777715411,0.0,0.0,4,2.0,1.0,1,0,0,0,0,0.7431448254773941,0.6691306063588582,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2,-0.8712437086843137,2.549855109519329
3.260670985774138,0.0,2.0,2,0.0,1.0,0,0,1,0,0,0.7431448254773941,0.6691306063588582,-0.8660254037844386,0.5000000000000001,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,3,-0.903003269119816,-2.497961732451366
-0.7649333194918324,0.0,0.0,3,2.0,1.0,0,1,0,0,0,0.7431448254773941,0.6691306063588582,-0.8660254037844386,0.5000000000000001,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,2,-0.8825506259237309,1.7813401449014976
-0.9613042612121236,0.0,0.0,3,2.0,2.0,0,0,0,1,0,0.7431448254773941,0.6691306063588582,-0.8660254037844386,0.5000000000000001,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,2,-0.24086289808841183,2.0472267270204867
-1.4522316155128518,0.0,1.0,3,1.0,1.0,0,1,0,0,0,0.7431448254773941,0.6691306063588582,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,2,-1.0719428396644375,1.7766763400994094
-0.7649333194918324,0.0,0.0,3,0.0,0.0,1,1,0,1,0,0.7431448254773941,0.6691306063588582,-0.7071067811865477,0.7071067811865474,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,2,-2.226166099154869,0.8242763460648914
-0.6667478486316868,2.0,0.0,2,1.0,2.0,0,0,1,0,0,0.7431448254773941,0.6691306063588582,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2,-0.9901325391572683,0.0879880837167351
-0.863118790351978,0.0,0.0,3,1.0,1.0,1,1,0,0,0,0.7431448254773941,0.6691306063588582,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,2,-1.7447644851109652,1.9842472029242355
-0.7649333194918324,0.0,3.0,3,2.0,4.0,1,0,0,0,0,0.7431448254773941,0.6691306063588582,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0,2.2415393336198792,1.2381728387214324
-0.7649333194918324,1.0,0.0,3,1.0,1.0,1,1,0,1,0,0.7431448254773941,0.6691306063588582,-0.7071067811865477,0.7071067811865474,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,2,-1.592394017341612,1.4750609636663519
-0.6667478486316868,2.0,3.0,4,4.0,3.0,0,1,0,0,0,0.7431448254773941,0.6691306063588582,-0.7071067811865477,0.7071067811865474,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,0,2.5540703833643232,1.8919089046396507
-0.5685623777715411,0.0,4.0,2,2.0,3.0,0,1,1,1,0,0.7431448254773941,0.6691306063588582,-0.5000000000000004,0.8660254037844384,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0,1.291345139205362,0.7389448602593566
-0.7649333194918324,0.0,4.0,4,2.0,3.0,1,1,1,0,1,0.7431448254773941,0.6691306063588582,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,0,2.4818496974819193,0.9834263492003018
-0.7649333194918324,0.0,2.0,5,2.0,2.0,0,0,0,1,0,0.7431448254773941,0.6691306063588582,-0.5000000000000004,0.8660254037844384,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0,1.960962213218242,1.9635472597221468
-0.7649333194918324,2.0,0.0,1,1.0,0.0,1,1,1,0,1,0.7431448254773941,0.6691306063588582,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,2,-3.4746539954951996,0.5408570150607678
-0.7649333194918324,2.0,0.0,3,0.0,0.0,1,1,1,1,1,0.7431448254773941,0.6691306063588582,-0.25881904510252157,0.9659258262890681,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,2,-2.8846067815133356,0.6790619103022802
-0.6667478486316868,1.0,0.0,3,2.0,0.0,0,0,0,1,0,0.7431448254773941,0.6691306063588582,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2,-1.8697141802634736,1.9540459341407526
-0.6667478486316868,0.0,3.0,2,1.0,0.0,1,1,0,0,1,0.7431448254773941,0.6691306063588582,-0.25881904510252157,0.9659258262890681,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,3,-0.6864642377027453,-0.3934727206869811
-0.7649333194918324,1.0,0.0,2,1.0,1.0,1,0,0,0,1,0.7431448254773941,0.6691306063588582,-0.25881904510252157,0.9659258262890681,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,2,-1.7904989617007954,0.923196223644253
-0.1758204943309586,1.0,0.0,2,1.0,1.0,0,1,0,0,0,0.7431448254773941,0.6691306063588582,-0.25881904510252157,0.9659258262890681,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,2,-2.0426383348269925,0.35613416486751476
-1.1576752029324149,2.0,4.0,3,2.0,4.0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,0,2.273684219852734,0.9773484529776727
-0.4703769069113955,2.0,0.0,1,1.0,1.0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,2,-2.5590421286480423,0.48200730802626035
0.1187359182494783,0.0,0.0,1,3.0,0.0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,2,-1.8286913326293417,0.5538764980832224
-0.07763502347081296,0.0,1.0,1,3.0,0.0,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.0,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,2,-1.5026256079987859,0.02041304668697531
-0.863118790351978,0.0,0.0,5,2.0,1.0,1,0,0,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,2,-0.1931526031274456,2.539048125202082
-0.4703769069113955,2.0,0.0,2,1.0,1.0,1,1,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2,-1.8504732927827634,0.28020011426676705
-0.6667478486316868,0.0,0.0,1,0.0,0.0,1,1,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,2,-3.5678346858592627,0.5925016257335254
-0.7649333194918324,2.0,4.0,4,3.0,3.0,1,1,0,0,1,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0,2.4098319780956112,1.7515538033645426
-0.6667478486316868,1.0,2.0,3,2.0,2.0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,1,1.189486528561193,0.5579313945002943
-0.7649333194918324,0.0,0.0,4,2.0,2.0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,2,-0.3929311201460959,2.8081429413295793
-0.6667478486316868,0.0,0.0,1,0.0,1.0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,2,-3.0309677362781655,0.8061655540846544
-0.7649333194918324,0.0,0.0,5,3.0,2.0,1,0,0,0,1,0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,0,0.4595129473879803,3.081952914322592
-0.5685623777715411,1.0,3.0,3,2.0,2.0,0,0,0,1,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,0,0.750991061134146,1.211125099149843
-0.6667478486316868,0.0,0.0,1,1.0,1.0,1,1,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,2,-2.722423752132717,1.3772349724174446
-0.9613042612121236,0.0,0.0,1,2.0,0.0,0,0,0,0,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,2,-2.488316649977555,0.9283576311310597
-0.7649333194918324,0.0,0.0,3,2.0,2.0,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.258819045102521,-0.9659258262890682,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,2,-0.4890197948511333,2.065626001142351
